TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2018,7,18,1,0,5XX KOOTENAY ST,Hastings-Sunrise,498133.1013,5458578.703
Break and Enter Residential/Other,2018,1,4,15,59,5XX MALKIN AVE,Strathcona,493194.6394,5458187.984
Break and Enter Residential/Other,2018,2,26,0,0,5XX PIPELINE RD,Stanley Park,490119.5768,5460695.21
Break and Enter Residential/Other,2018,7,22,14,26,5XX POWELL ST,Strathcona,493304.5204,5458921.315
Break and Enter Residential/Other,2018,11,7,17,0,5XX POWELL ST,Strathcona,493304.5204,5458921.315
Break and Enter Residential/Other,2018,11,4,3,0,5XX PRIOR ST,Strathcona,493221.266,5458211.536
Break and Enter Residential/Other,2018,4,14,1,28,5XX RAYMUR AVE,Strathcona,493981.4735,5458587.942
Break and Enter Residential/Other,2018,11,30,14,1,5XX RICHARDS ST,Central Business District,491699.8377,5458882.855
Break and Enter Residential/Other,2018,9,3,9,0,5XX RICHARDS ST,Central Business District,491770.0479,5458940.455
Break and Enter Residential/Other,2018,1,1,0,31,5XX RICHARDS ST,Central Business District,491773.218,5458943.642
Break and Enter Residential/Other,2018,4,8,2,40,5XX RICHARDS ST,Central Business District,491773.218,5458943.642
Break and Enter Residential/Other,2018,7,26,7,0,5XX RICHARDS ST,Central Business District,491773.218,5458943.642
Break and Enter Residential/Other,2018,7,29,17,38,5XX RICHARDS ST,Central Business District,491773.218,5458943.642
Break and Enter Residential/Other,2018,4,4,23,50,5XX SEYMOUR ST,Central Business District,491637.8707,5458945.069
Break and Enter Residential/Other,2018,4,9,0,35,5XX W 12TH AVE,Fairview,491622.6987,5456405.643
Break and Enter Residential/Other,2018,12,5,9,24,5XX W 16TH AVE,Fairview,491618.8535,5456027.344
Break and Enter Residential/Other,2018,2,1,19,0,5XX W 17TH AVE,South Cambie,491437.0904,5455923.527
Break and Enter Residential/Other,2018,11,17,23,30,5XX W 19TH AVE,South Cambie,491496.1175,5455720.401
Break and Enter Residential/Other,2018,4,7,18,0,5XX W 19TH AVE,South Cambie,491538.1043,5455719.253
Break and Enter Residential/Other,2018,6,14,23,0,5XX W 20TH AVE,South Cambie,491461.0542,5455630.732
Break and Enter Residential/Other,2018,6,14,21,0,5XX W 22ND AVE,South Cambie,491471.5085,5455428.889
Break and Enter Residential/Other,2018,2,15,17,30,5XX W 27TH AVE,South Cambie,491485.0201,5454931.263
Break and Enter Residential/Other,2018,9,12,12,0,5XX W 27TH AVE,South Cambie,491573.6419,5454929.029
Break and Enter Residential/Other,2018,3,7,18,48,5XX W 29TH AVE,South Cambie,491448.4797,5454717.602
Break and Enter Residential/Other,2018,11,27,23,14,5XX W 29TH AVE,South Cambie,491448.4797,5454717.602
Break and Enter Residential/Other,2018,5,21,21,32,5XX W 29TH AVE,South Cambie,491528.9441,5454714.115
Break and Enter Residential/Other,2018,4,20,10,7,5XX W 49TH AVE,Oakridge,491375.2133,5452598.173
Break and Enter Residential/Other,2018,12,14,15,3,5XX W 57TH AVE,Oakridge,491370.3831,5451821.358
Break and Enter Residential/Other,2018,8,25,8,0,5XX W 59TH AVE,Marpole,491454.4233,5451575.601
Break and Enter Residential/Other,2018,10,31,21,13,5XX W 64TH AVE,Marpole,491444.0755,5451061.123
Break and Enter Residential/Other,2018,6,9,11,15,5XX W 64TH AVE,Marpole,491450.5332,5451060.909
Break and Enter Residential/Other,2018,5,5,11,0,5XX W 65TH AVE,Marpole,491415.0898,5450962.437
Break and Enter Residential/Other,2018,11,21,13,40,5XX W 65TH AVE,Marpole,491419.8489,5450971.46
Break and Enter Residential/Other,2018,10,18,9,0,5XX W 7TH AVE,Fairview,491540.2663,5456925.704
Break and Enter Residential/Other,2018,10,3,12,0,5XX W 7TH AVE,Fairview,491569.2273,5456915.778
Break and Enter Residential/Other,2018,9,20,23,42,5XX W 7TH AVE,Fairview,491623.167,5456923.474
Break and Enter Residential/Other,2018,3,30,14,9,5XX W BROADWAY AVE,Fairview,491622.017,5456727.392
Break and Enter Residential/Other,2018,8,31,13,39,5XX W BROADWAY AVE,Fairview,491632.6411,5456717.963
Break and Enter Residential/Other,2018,12,2,16,30,5XX WHEELHOUSE SQ,Fairview,491562.3064,5457383.508
Break and Enter Residential/Other,2018,4,13,12,0,60XX ARGYLE ST,Victoria-Fraserview,494788.3023,5452920.821
Break and Enter Residential/Other,2018,5,29,1,49,60XX ATHLONE ST,Oakridge,490056.1821,5453160.513
Break and Enter Residential/Other,2018,3,3,17,0,60XX BEATRICE ST,Victoria-Fraserview,495117.4283,5452927.896
Break and Enter Residential/Other,2018,6,20,0,0,60XX BLENHEIM ST,Dunbar-Southlands,486983.3374,5453211.064
Break and Enter Residential/Other,2018,2,13,13,0,60XX CAMBIE ST,Oakridge,491546.2447,5453072.02
Break and Enter Residential/Other,2018,2,1,12,0,60XX DUNBAR ST,Dunbar-Southlands,486500.6866,5453220.819
Break and Enter Residential/Other,2018,6,14,12,31,60XX FREMLIN ST,Oakridge,490767.8144,5453105.651
Break and Enter Residential/Other,2018,11,13,14,20,60XX GRANVILLE ST,Oakridge,489836.9357,5453119.57
Break and Enter Residential/Other,2018,5,20,22,0,60XX GRANVILLE ST,Oakridge,489838.4505,5453175.732
Break and Enter Residential/Other,2018,1,6,17,0,60XX GRANVILLE ST,Oakridge,489838.9729,5453195.099
Break and Enter Residential/Other,2018,7,26,12,0,60XX KNIGHT ST,Victoria-Fraserview,494388.4796,5452951.746
Break and Enter Residential/Other,2018,12,21,9,37,60XX MARGUERITE ST,Kerrisdale,489460.5662,5453176.709
Break and Enter Residential/Other,2018,5,23,18,45,60XX OAK ST,Oakridge,490670.5749,5453087.973
Break and Enter Residential/Other,2018,12,6,10,20,60XX SELKIRK ST,Oakridge,490280.8019,5453172.041
Break and Enter Residential/Other,2018,12,22,10,0,60XX TISDALL ST,Oakridge,491138.3516,5453064.351
Break and Enter Residential/Other,2018,10,16,19,45,60XX TISDALL ST,Oakridge,491147.2951,5453055.736
Break and Enter Residential/Other,2018,5,23,3,20,60XX WILTSHIRE ST,Kerrisdale,489345.3878,5453204.756
Break and Enter Residential/Other,2018,6,6,22,28,61XX CARNARVON ST,Kerrisdale,487358.7366,5453066.87
Break and Enter Residential/Other,2018,4,1,1,0,61XX COLLINGWOOD ST,Dunbar-Southlands,486750.145,5453120.21
Break and Enter Residential/Other,2018,8,29,3,0,61XX DOMAN ST,Killarney,497347.1519,5452775.126
Break and Enter Residential/Other,2018,11,29,8,0,61XX ELM ST,Kerrisdale,488038.7289,5453083.507
Break and Enter Residential/Other,2018,10,23,22,19,61XX FREMLIN ST,Oakridge,490764.3878,5452982.185
Break and Enter Residential/Other,2018,10,24,15,48,61XX FREMLIN ST,Oakridge,490765.0568,5453002.137
Break and Enter Residential/Other,2018,1,26,21,0,61XX GRANVILLE ST,Oakridge,489835.3185,5453062.524
Break and Enter Residential/Other,2018,5,27,17,47,61XX LANARK ST,Victoria-Fraserview,494474.9788,5452834.846
Break and Enter Residential/Other,2018,5,21,19,7,61XX RUPERT ST,Killarney,496928.479,5452822.46
Break and Enter Residential/Other,2018,8,3,22,56,61XX VINE ST,Kerrisdale,488350.2915,5453112.749
Break and Enter Residential/Other,2018,12,9,15,42,61XX WILLOW ST,Oakridge,491011.2571,5453001.322
Break and Enter Residential/Other,2018,3,7,10,20,61XX WILLOW ST,Oakridge,491019.7402,5452950.483
Break and Enter Residential/Other,2018,6,23,9,0,61XX WILLOW ST,Oakridge,491020.4003,5453001.203
Break and Enter Residential/Other,2018,11,2,17,0,61XX WILTSHIRE ST,Kerrisdale,489341.7143,5453071.597
Break and Enter Residential/Other,2018,4,24,2,50,62XX ANGUS DR,Kerrisdale,489230.0191,5452952.659
Break and Enter Residential/Other,2018,6,20,10,0,62XX ARLINGTON ST,Killarney,497971.5451,5452767.085
Break and Enter Residential/Other,2018,3,19,13,5,62XX ARLINGTON ST,Killarney,497980.5994,5452763.487
Break and Enter Residential/Other,2018,4,23,16,12,62XX BROOKS ST,Killarney,497450.5154,5452687.303
Break and Enter Residential/Other,2018,9,17,1,30,62XX DOMAN ST,Killarney,497345.6413,5452728.075
Break and Enter Residential/Other,2018,12,5,4,27,62XX DUMFRIES ST,Victoria-Fraserview,494584.3723,5452794.69
Break and Enter Residential/Other,2018,10,31,9,30,62XX ELM ST,Kerrisdale,488027.6452,5452957.407
Break and Enter Residential/Other,2018,8,25,16,42,62XX FLEMING ST,Victoria-Fraserview,494674.3155,5452730.742
Break and Enter Residential/Other,2018,4,26,7,13,62XX GRANVILLE ST,Kerrisdale,489824.0112,5452986.662
Break and Enter Residential/Other,2018,9,1,17,0,62XX KNIGHT ST,Victoria-Fraserview,494382.7837,5452802.533
Break and Enter Residential/Other,2018,9,8,12,0,62XX OAK ST,Oakridge,490667.7434,5452923.15
Break and Enter Residential/Other,2018,1,11,9,30,62XX VINE ST,Kerrisdale,488339.742,5453030.164
Break and Enter Residential/Other,2018,5,31,0,0,63XX ADERA ST,Kerrisdale,489545.0349,5452855.709
Break and Enter Residential/Other,2018,3,18,18,39,63XX COLUMBIA ST,Oakridge,491939.2317,5452687.595
Break and Enter Residential/Other,2018,10,3,20,28,63XX CYPRESS ST,Kerrisdale,489115.7931,5452898.39
Break and Enter Residential/Other,2018,1,24,11,2,63XX FLEMING ST,Victoria-Fraserview,494673.0441,5452680.511
Break and Enter Residential/Other,2018,12,31,2,49,63XX FLEMING ST,Victoria-Fraserview,494681.1158,5452638.446
Break and Enter Residential/Other,2018,6,4,17,37,63XX PRINCE ALBERT ST,Sunset,493599.0127,5452675.267
Break and Enter Residential/Other,2018,11,4,11,45,63XX ST CATHERINES ST,Sunset,493691.3035,5452709.85
Break and Enter Residential/Other,2018,2,16,17,30,64XX ADERA ST,Kerrisdale,489541.6141,5452717.298
Break and Enter Residential/Other,2018,11,5,14,54,64XX ASH ST,Oakridge,491407.905,5452735.764
Break and Enter Residential/Other,2018,7,22,12,0,64XX BEATRICE ST,Victoria-Fraserview,495111.2532,5452546.657
Break and Enter Residential/Other,2018,5,28,23,30,64XX CHURCHILL ST,Kerrisdale,489694.3551,5452789.561
Break and Enter Residential/Other,2018,11,27,0,28,64XX EAST BLVD,Kerrisdale,488735.0834,5452774.709
Break and Enter Residential/Other,2018,11,10,1,0,64XX FRASER ST,Sunset,493390.4059,5452548.323
Break and Enter Residential/Other,2018,12,9,14,0,64XX LARCH ST,Kerrisdale,488126.2525,5452782.091
Break and Enter Residential/Other,2018,7,15,0,0,64XX MANITOBA ST,Oakridge,492112.6898,5452576.688
Break and Enter Residential/Other,2018,9,15,20,37,64XX MARGUERITE ST,Kerrisdale,489439.8954,5452729.718
Break and Enter Residential/Other,2018,11,30,21,12,64XX ONTARIO ST,Sunset,492296.2013,5452658.138
Break and Enter Residential/Other,2018,8,6,22,0,64XX QUEBEC ST,Sunset,492438.8259,5452618.154
Break and Enter Residential/Other,2018,10,14,23,0,64XX YEW ST,Kerrisdale,488435.7058,5452797.165
Break and Enter Residential/Other,2018,8,16,21,30,65XX ARGYLE ST,Victoria-Fraserview,494768.0731,5452400.02
Break and Enter Residential/Other,2018,7,20,12,30,65XX BROOKS ST,Killarney,497431.5499,5452364.89
Break and Enter Residential/Other,2018,12,14,13,0,65XX BROOKS ST,Killarney,497441.3006,5452387.477
Break and Enter Residential/Other,2018,9,30,15,30,65XX DAWSON ST,Killarney,496451.5304,5452403.749
Break and Enter Residential/Other,2018,1,20,5,40,65XX EAST BLVD,Kerrisdale,488783.0042,5452645.865
Break and Enter Residential/Other,2018,6,24,9,0,65XX HUDSON ST,Oakridge,490158.4042,5452648.524
Break and Enter Residential/Other,2018,5,20,3,12,65XX KNIGHT ST,Sunset,494362.4367,5452401.191
Break and Enter Residential/Other,2018,3,5,13,40,65XX PINEHURST DR,Oakridge,491621.3738,5452527.886
Break and Enter Residential/Other,2018,10,15,14,56,65XX TYNE ST,Killarney,497644.604,5452364.258
Break and Enter Residential/Other,2018,1,12,16,32,65XX WILTSHIRE ST,Kerrisdale,489320.4567,5452625.838
Break and Enter Residential/Other,2018,4,26,17,0,65XX WILTSHIRE ST,Kerrisdale,489321.9043,5452682.087
Break and Enter Residential/Other,2018,12,3,14,30,65XX WILTSHIRE ST,Kerrisdale,489330.8646,5452674.834
Break and Enter Residential/Other,2018,9,19,0,0,66XX ARLINGTON ST,Killarney,497911.3532,5452224.673
Break and Enter Residential/Other,2018,1,20,14,30,66XX CAMBIE ST,Oakridge,491497.8827,5452456.276
Break and Enter Residential/Other,2018,3,30,10,31,66XX CAMBIE ST,Oakridge,491497.8827,5452456.276
Break and Enter Residential/Other,2018,5,24,9,0,66XX CLARENDON ST,Victoria-Fraserview,495907.8481,5452211.957
Break and Enter Residential/Other,2018,7,18,8,0,66XX GRANVILLE ST,Kerrisdale,489810.3716,5452505.909
Break and Enter Residential/Other,2018,12,18,0,56,66XX HEATHER ST,Oakridge,491002.9177,5452455.529
Break and Enter Residential/Other,2018,12,1,11,18,66XX ONTARIO ST,Sunset,492289.9689,5452362.494
Break and Enter Residential/Other,2018,1,4,15,30,66XX RALEIGH ST,Killarney,496552.9017,5452308.228
Break and Enter Residential/Other,2018,5,10,21,21,66XX ROSS ST,Sunset,493961.5074,5452353.825
Break and Enter Residential/Other,2018,2,2,21,20,67XX ADERA ST,Kerrisdale,489548.1732,5452425.365
Break and Enter Residential/Other,2018,7,26,22,51,67XX BEECHWOOD ST,Kerrisdale,488550.1372,5452375.437
Break and Enter Residential/Other,2018,2,14,21,0,67XX CYPRESS ST,Kerrisdale,489104.8367,5452403.298
Break and Enter Residential/Other,2018,6,29,12,30,67XX FREMLIN ST,Oakridge,490762.3258,5452438.888
Break and Enter Residential/Other,2018,3,10,14,0,67XX GLADSTONE ST,Victoria-Fraserview,495442.0029,5452167.494
Break and Enter Residential/Other,2018,4,19,13,55,67XX LA SALLE ST,Killarney,498101.1506,5452074.239
Break and Enter Residential/Other,2018,10,30,0,0,67XX MAPLE ST,Kerrisdale,488890.3119,5452432.164
Break and Enter Residential/Other,2018,4,23,5,5,67XX MONTGOMERY ST,Oakridge,490393.167,5452392.928
Break and Enter Residential/Other,2018,5,14,10,0,67XX OAK ST,Oakridge,490653.2954,5452384.432
Break and Enter Residential/Other,2018,8,15,15,0,67XX OAK ST,Oakridge,490653.2954,5452384.432
Break and Enter Residential/Other,2018,10,13,20,0,67XX OAK ST,Oakridge,490653.9966,5452403.326
Break and Enter Residential/Other,2018,5,12,12,0,67XX VICTORIA DR,Victoria-Fraserview,495211.4201,5452232.022
Break and Enter Residential/Other,2018,10,31,9,30,68XX ARBUTUS ST,Kerrisdale,488686.8431,5452274.076
Break and Enter Residential/Other,2018,1,21,14,0,68XX ARLINGTON ST,Killarney,497827.127,5452030.004
Break and Enter Residential/Other,2018,3,23,21,0,68XX ASH ST,Oakridge,491396.8591,5452241.554
Break and Enter Residential/Other,2018,5,30,13,30,68XX DOMAN ST,Killarney,497327.9082,5452083.539
Break and Enter Residential/Other,2018,6,13,21,0,68XX EAST BLVD,Kerrisdale,488912.2428,5452311.576
Break and Enter Residential/Other,2018,11,13,2,30,68XX GLADSTONE ST,Victoria-Fraserview,495449.018,5452102.091
Break and Enter Residential/Other,2018,1,17,14,41,68XX GRANVILLE ST,Oakridge,489814.5509,5452322.794
Break and Enter Residential/Other,2018,5,31,22,30,68XX HEATHER ST,Oakridge,490987.8639,5452226.14
Break and Enter Residential/Other,2018,11,11,0,0,68XX HEATHER ST,Oakridge,490987.8639,5452226.14
Break and Enter Residential/Other,2018,12,18,21,0,68XX HUDSON ST,Oakridge,490160.261,5452335.731
Break and Enter Residential/Other,2018,5,7,12,30,68XX KILLARNEY ST,Killarney,496656.0079,5452102.969
Break and Enter Residential/Other,2018,12,29,17,0,68XX KNIGHT ST,Sunset,494355.968,5452187.243
Break and Enter Residential/Other,2018,3,3,21,15,68XX MARGUERITE ST,Kerrisdale,489427.1175,5452297.613
Break and Enter Residential/Other,2018,2,8,11,9,68XX OAK ST,Oakridge,490651.0211,5452309.271
Break and Enter Residential/Other,2018,10,11,18,15,68XX SELKIRK ST,Oakridge,490280.693,5452331.383
Break and Enter Residential/Other,2018,4,13,18,0,68XX VICTORIA DR,Victoria-Fraserview,495201.0516,5452164.139
Break and Enter Residential/Other,2018,2,5,22,34,68XX WILTSHIRE ST,Kerrisdale,489311.1024,5452264.757
Break and Enter Residential/Other,2018,10,5,23,28,68XX WILTSHIRE ST,Kerrisdale,489320.3094,5452267.026
Break and Enter Residential/Other,2018,9,3,15,0,68XX YEW ST,Kerrisdale,488425.8218,5452347.093
Break and Enter Residential/Other,2018,5,4,23,0,69XX BUTLER ST,Killarney,497541.6544,5451972.193
Break and Enter Residential/Other,2018,2,10,1,25,69XX ELLIOTT ST,Victoria-Fraserview,496002.0337,5452041.482
Break and Enter Residential/Other,2018,5,3,23,0,69XX FLEMING ST,Victoria-Fraserview,494666.6146,5452076.639
Break and Enter Residential/Other,2018,11,18,9,0,69XX HUDSON ST,Oakridge,490157.9572,5452239.708
Break and Enter Residential/Other,2018,9,20,16,30,69XX LAUREL ST,Oakridge,490868.3977,5452119.692
Break and Enter Residential/Other,2018,4,10,21,20,69XX LAUREL ST,Oakridge,490871.3082,5452213.612
Break and Enter Residential/Other,2018,4,23,5,5,69XX MONTGOMERY ST,Oakridge,490379.5176,5452203.379
Break and Enter Residential/Other,2018,3,7,6,40,69XX WILTSHIRE ST,Kerrisdale,489310.574,5452244.673
Break and Enter Residential/Other,2018,5,11,21,50,6X BOUNDARY RD,Hastings-Sunrise,498281.1817,5459043.394
Break and Enter Residential/Other,2018,1,19,12,30,6X E 16TH AVE,Mount Pleasant,492448.1228,5455992.941
Break and Enter Residential/Other,2018,10,11,13,0,6X E 23RD AVE,Riley Park,492460.6199,5455239.481
Break and Enter Residential/Other,2018,2,2,18,48,6X SMITHE ST,Central Business District,491637.659,5458137.914
Break and Enter Residential/Other,2018,11,18,11,29,6X SMITHE ST,Central Business District,491637.659,5458137.914
Break and Enter Residential/Other,2018,9,30,13,38,6X W 26TH AVE,Riley Park,492246.729,5455010.676
Break and Enter Residential/Other,2018,10,13,15,12,6X W CORDOVA ST,Central Business District,492293.7194,5458890.667
Break and Enter Residential/Other,2018,4,11,13,16,6XX CHILCO ST,West End,490024.437,5460159.096
Break and Enter Residential/Other,2018,4,10,7,6,6XX CITADEL PRDE,Central Business District,491894.9634,5458425.265
Break and Enter Residential/Other,2018,10,26,20,19,6XX E 10TH AVE,Mount Pleasant,493435.0997,5456525.209
Break and Enter Residential/Other,2018,1,29,14,56,6XX E 11TH AVE,Mount Pleasant,493408.4347,5456428.999
Break and Enter Residential/Other,2018,9,11,3,0,6XX E 12TH AVE,Mount Pleasant,493413.5878,5456330.376
Break and Enter Residential/Other,2018,5,16,17,0,6XX E 12TH AVE,Mount Pleasant,493448.2053,5456339.104
Break and Enter Residential/Other,2018,12,13,18,53,6XX E 12TH AVE,Mount Pleasant,493474.7494,5456338.784
Break and Enter Residential/Other,2018,1,15,22,0,6XX E 13TH AVE,Mount Pleasant,493422.1168,5456237.633
Break and Enter Residential/Other,2018,1,20,21,0,6XX E 16TH AVE,Riley Park,493330.7374,5455962.517
Break and Enter Residential/Other,2018,5,12,0,0,6XX E 19TH AVE,Riley Park,493331.3585,5455663.235
Break and Enter Residential/Other,2018,1,17,8,30,6XX E 21ST AVE,Riley Park,493314.4001,5455470.878
Break and Enter Residential/Other,2018,7,22,21,33,6XX E 22ND AVE,Riley Park,493328.5369,5455362.179
Break and Enter Residential/Other,2018,7,9,10,0,6XX E 53RD AVE,Sunset,493355.0412,5452106.487
Break and Enter Residential/Other,2018,5,6,6,30,6XX E 58TH AVE,Sunset,493254.6827,5451604.696
Break and Enter Residential/Other,2018,5,31,8,24,6XX E 5TH AVE,Mount Pleasant,493482.8342,5457050.995
Break and Enter Residential/Other,2018,6,8,2,28,6XX E 62ND AVE,Sunset,493298.5771,5451273.934
Break and Enter Residential/Other,2018,7,13,16,0,6XX E 6TH AVE,Mount Pleasant,493455.4909,5456949.981
Break and Enter Residential/Other,2018,4,27,17,0,6XX E 8TH AVE,Mount Pleasant,493436.6365,5456749.157
Break and Enter Residential/Other,2018,12,12,18,10,6XX E CORDOVA ST,Strathcona,493368.9843,5458828.171
Break and Enter Residential/Other,2018,7,18,18,49,6XX E CORDOVA ST,Strathcona,493471.1865,5458815.856
